Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
TigerGraph,"A complete, distributed, parallel graph computing platform supporting web-scale data analytics in real-time",Graph DBMS,,"Score,2.03,Rank,#146,Overall,#11,Graph DBMS",www.tigergraph.com,docs.tigergraph.com,,2017.0,,commercial,,no,,C++,Linux,yes,yes,no,,SQL-like query language (GSQL),"GSQL (TigerGraph Query Language),Kafka,RESTful HTTP/JSON API","C++,Java",yes,no,,,yes,,yes,ACID,yes,yes,no,Role-based access control
GridDB,Scalable in-memory time series database optimized for IoT and Big Data,Time Series DBMS,,"Score,2.02,Rank,#147,Overall,#12,Time Series DBMS",griddb.net,docs.griddb.net,Toshiba Corporation,2013.0,,Open Source,"AGPL version 3 and Apache License, version 2.0 , commercial license (standard and advanced editions) also available",no,,C++,Linux,yes,yes,no,yes,"SQL92, SQL-like TQL (Toshiba Query Language)","JDBC,ODBC,Proprietary protocol,RESTful HTTP/JSON API","C,C++,Go,Java,JavaScript (Node.js),Perl,PHP,Python,Ruby",no,yes,Sharding,Source-replica replication,Connector for using GridDB as an input source and output destination for Hadoop MapReduce jobs,"Immediate consistency within container, eventual consistency across containers",no,ACID at container level,yes,yes,yes,Access rights for users can be defined per database
Mnesia,,Document store,,"Score,2.01,Rank,#148,Overall,#24,Document stores",erlang.org/doc/man/mnesia.html,,,1999.0,,Open Source,proprietary license,no,,Erlang,,,,,,,,,,,,,,,,,,,,
IBM Db2 warehouse,Cloud-based data warehousing service,Relational DBMS,,"Score,2.00,Rank,#149,Overall,#72,Relational DBMS",www.ibm.com/products/db2-warehouse,,IBM,2014.0,,commercial,,yes,,,hosted,yes,yes,no,yes,yes,".NET Client API,JDBC,ODBC,OLE DB","Java,JavaScript (Node.js),Perl,PHP,Python,R,Ruby","PL/SQL, SQL PL",yes,Sharding,yes,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
BaseX,"Light-weight,Native XML DBMS,with support for XQuery 3.0 and interactive GUI.",Native XML DBMS,,"Score,1.96,Rank,#150,Overall,#4,Native XML DBMS",basex.org,docs.basex.org,BaseX GmbH,2007.0,,Open Source,BSD license,no,,Java,"Linux,OS X,Windows",schema-free,no,,yes,no,"Java API,RESTful HTTP API,RESTXQ,WebDAV,XML:DB,XQJ","Actionscript,C,C#,Haskell,Java,JavaScript,Lisp,Perl,PHP,Python,Qt,Rebol,Ruby,Scala,Visual Basic",yes,yes,none,none,no,,no,"multiple readers, single writer",yes,yes,,Users with fine-grained authorization concept on 4 levels
ObjectStore,,Object oriented DBMS,,"Score,1.96,Rank,#151,Overall,#4,Object oriented DBMS",ignitetech.com/objectstore,,Ignite Technologies,1988.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Empress,,Relational DBMS,,"Score,1.92,Rank,#152,Overall,#73,Relational DBMS",www.empress.com,,,1981.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Actian NoSQL Database,,Object oriented DBMS,,"Score,1.87,Rank,#153,Overall,#5,Object oriented DBMS",www.actian.com/data-management/nosql-object-database,,Actian,1988.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Amazon DocumentDB,"Fast, scalable, highly available, and fully managed,MongoDB,-compatible database service",Document store,,"Score,1.83,Rank,#154,Overall,#25,Document stores",aws.amazon.com/documentdb,aws.amazon.com/documentdb/resources,,2019.0,,commercial,,yes,,,hosted,schema-free,yes,no,yes,no,proprietary protocol using JSON (MongoDB compatible),"Go,Java,JavaScript (Node.js),PHP,Python",no,no,none,"Multi-availability zones for high availability, asynchronous replication for up to 15 read replicas",no,Immediate Consistency,no,Atomic single-document operations,yes,yes,,Access rights for users and roles
SQLBase,,Relational DBMS,,"Score,1.81,Rank,#155,Overall,#74,Relational DBMS",www.opentext.com/what-we-do/products/specialty-technologies/opentext-gupta-development-tools-databases/opentext-gupta-sqlbase,,,1985.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Tarantool,In-memory computing platform with a flexible data schema for efficiently building high-performance applications,Key-value store,,"Score,1.80,Rank,#156,Overall,#27,Key-value stores",www.tarantool.io,www.tarantool.io/en/doc,VK,2008.0,,Open Source,BSD,no,,C and C++,"BSD,Linux,macOS","schema-free, schema definition possible","string, double, decimal, uuid, integer, blob, boolean",no,yes,Full-featured ANSI SQL support,Open binary protocol,"C,C#,C++,Erlang,Go,Java,JavaScript,Lua,Perl,PHP,Python,Rust","Lua, C and SQL stored procedures",yes,Hash sharding based on virtual buckets,"Multi-source replication,Source-replica replication",,Immediate Consistency,"yes, with SQL","ACID, read commited","yes, cooperative multitasking","yes, regular snapshots on disk, write ahead logging","yes, full featured in-memory storage engine with persistence",Access rights for users and roles
NonStop SQL,,Relational DBMS,,"Score,1.78,Rank,#157,Overall,#75,Relational DBMS",www.hpe.com/us/en/servers/nonstop.html,,"HP, originally by Tandem",1987.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Fauna,"Fauna provides a web-native interface, with support for GraphQL and custom business logic that integrates seamlessly with the rest of the serverless ecosystem. The underlying globally distributed storage and compute platform is fast, consistent, and reliable, with a modern security infrastructure.","Document store,Graph DBMS,Relational DBMS,Time Series DBMS",,"Score,1.74,Rank,#158,Overall,#26,Document stores,#12,Graph DBMS,#76,Relational DBMS,#13,Time Series DBMS",fauna.com,docs.fauna.com,"Fauna, Inc.",2014.0,,commercial,,yes,,Scala,hosted,schema-free,no,no,yes,no,RESTful HTTP API,"C#,Go,Java,JavaScript,Python,Ruby,Scala,Swift",user defined functions,no,horizontal partitioning,Multi-source replication,no,Immediate Consistency,yes,ACID,yes,yes,no,"Identity management, authentication, and access control"
Cubrid,CUBRID is an open-source SQL-based relational database management system with object extensions for OLTP,Relational DBMS,,"Score,1.72,Rank,#159,Overall,#77,Relational DBMS","cubrid.com,(korean),cubrid.org,(english)",cubrid.org/manuals,"CUBRID Corporation, CUBRID Foundation",2008.0,,Open Source,Apache Version 2.0,no,,"C, C++, Java","Linux,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC,OLE DB","C,C#,C++,Go,Java,JavaScript (Node.js),Perl,PHP,Python,Ruby",Java Stored Procedures,yes,none,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
Stardog,"Enterprise Knowledge Graph platform and graph DBMS with high availability, high performance reasoning, and virtualization","Graph DBMS,RDF store",,"Score,1.71,Rank,#160,Overall,#13,Graph DBMS,#6,RDF stores",www.stardog.com,docs.stardog.com,Stardog-Union,2010.0,,commercial,60-day fully-featured trial license; 1-year fully-featured non-commercial use license for academics/students,no,,Java,"Linux,macOS,Windows",schema-free and OWL/RDFS-schema support,yes,no,yes,"Yes, compatible with all major SQL variants through dedicated BI/SQL Server","GraphQL query language,HTTP API,Jena RDF API,OWL,RDF4J API,Sesame REST HTTP Protocol,SNARL,SPARQL,Spring Data,Stardog Studio,TinkerPop 3",".Net,Clojure,Groovy,Java,JavaScript,Python,Ruby","user defined functions and aggregates, HTTP Server extensions in Java",yes,none,Multi-source replication in HA-Cluster,no,Immediate Consistency in HA-Cluster,yes,ACID,yes,yes,yes,Access rights for users and roles
Firebolt,Highly scalable cloud data warehouse and analytics product,Relational DBMS,,"Score,1.71,Rank,#161,Overall,#78,Relational DBMS",www.firebolt.io,docs.firebolt.io,Firebolt Analytics Inc.,2020.0,,commercial,,yes,,,hosted,yes,yes,,yes,yes,".Net,ODBC,RESTful HTTP API","Go,JavaScript (Node.js),Python",no,no,,depending on storage layer,,,,,,,,
Matisse,Object oriented DBMS providing ANSI SQL,Object oriented DBMS,,"Score,1.70,Rank,#162,Overall,#6,Object oriented DBMS",www.matisse.com,www.matisse.com/developers/documentation,Matisse Software Inc.,1986.0,,commercial,free developer license available,no,,,,,,,,,,,,,,,,,,,,,,
ObjectBox,"Extremely fast embedded database for small devices, IoT and Mobile",Object oriented DBMS,,"Score,1.66,Rank,#163,Overall,#7,Object oriented DBMS",objectbox.io,docs.objectbox.io,ObjectBox Limited,2017.0,,Open Source,Apache License 2.0,no,,C and C++,"Android,iOS,Linux,macOS,Windows",yes,yes,no,yes,no,Proprietary native API,"C,C++,Dart,Go,Java,JavaScript,Kotlin,Python,Swift",no,no,none,online/offline synchronization between client and server,no,Immediate Consistency,yes,ACID,yes,yes,no,yes
Dgraph,"Distributed and scalable native,Graph DBMS",Graph DBMS,,"Score,1.65,Rank,#164,Overall,#14,Graph DBMS",dgraph.io,dgraph.io/docs,"Dgraph Labs, Inc.",2016.0,,Open Source,Apache 2.0,no,,Go,"Linux,OS X,Windows",schema-free,yes,no,yes,no,"GraphQL query language,gRPC (using protocol buffers) API,HTTP API","C#,C++,Go,Java,JavaScript (Node.js),PHP,Python,Ruby",no,no,yes,Synchronous replication via Raft,no,Immediate Consistency,no,ACID,yes,yes,,no
Oracle Rdb,,Relational DBMS,,"Score,1.65,Rank,#165,Overall,#79,Relational DBMS",www.oracle.com/technetwork/database/database-technologies/rdb/overview/index.html,,"Oracle, originally developed by Digital Equipment Corporation (DEC)",1984.0,"7.4.1.1, 2021",commercial,,no,,,HP Open VMS,"Flexible Schema (defined schema, partial schema, schema free)",yes,no,yes,yes,,,,,,,no,Immediate Consistency,yes,"yes, on a single node",yes,yes,no,
Apache Kylin,"A distributed analytics engine for big data, providing a SQL interface and multi-dimensional analysis (OLAP) and leveraging the Hadoop stack",Relational DBMS,,"Score,1.64,Rank,#166,Overall,#80,Relational DBMS",kylin.apache.org,kylin.apache.org/docs,"Apache Software Foundation, originally contributed from eBay Inc",2015.0,"3.1.0, July 2020",Open Source,Apache Version 2.0,no,,Java,Linux,yes,yes,no,yes,ANSI SQL for queries (using Apache Calcite),"JDBC,ODBC,RESTful HTTP API",,,,,,yes,Immediate Consistency,,,yes,yes,no,
Datameer,,Document store,,"Score,1.61,Rank,#167,Overall,#27,Document stores",www.datameer.com,,,2009.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
GT.M,,Key-value store,,"Score,1.60,Rank,#168,Overall,#28,Key-value stores",sourceforge.net/projects/fis-gtm,,,1986.0,"7.0-000, February 2021",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
LiteDB,"MongoDB-like, serverless database delivered in a single DLL",Document store,,"Score,1.59,Rank,#169,Overall,#28,Document stores",www.litedb.org,github.com/mbdavid/LiteDB/wiki,Mauricio David,2014.0,,Open Source,MIT License,no,,C#,,,,,,,,,,,,,,,,,,,,
DataEase,,Relational DBMS,,"Score,1.55,Rank,#170,Overall,#81,Relational DBMS",www.dataease.com,,,1981.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
ZODB,Native object database for Python,Key-value store,,"Score,1.52,Rank,#171,Overall,#29,Key-value stores",zodb.org,,,2009.0,"5.6.0, June 2020",Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
Apache HAWQ,HAWQ is a parallel SQL query engine integrated into the Hadoop ecosystem,Relational DBMS,,"Score,1.51,Rank,#172,Overall,#82,Relational DBMS",hawq.apache.org,hawq.apache.org/docs/userguide/latest,Pivotal Software; Apache,2012.0,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
MatrixOne,"A Hyperconverged Cloud & Edge Native DBMS, supporting transactional, analytical, and streaming workloads with a simplified and distributed database engine, across multiple data centers, clouds, edges and other heterogenous infrastructures.",Relational DBMS,,"Score,1.51,Rank,#173,Overall,#83,Relational DBMS",www.matrixorigin.io,docs.matrixorigin.io,,2021.0,,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Altibase,"An enterprise grade, high-performance,RDBMS",Relational DBMS,,"Score,1.51,Rank,#174,Overall,#84,Relational DBMS",altibase.com,github.com/ALTIBASE/Documents/tree/master/Manuals,Altibase,1999.0,"v7.1.0.5.3, March 2021",Open Source,since February 2018,no,,C++,"AIX,HP-UX,Linux",yes,yes,no,yes,ANSI SQL-92,"JDBC,ODBC,Proprietary protocol","C,C++,Java",stored procedures and stored functions,yes,Sharding,yes,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
FoundationDB,Ordered key-value store. Core features are complimented by layers.,"Document store,Key-value store,Relational DBMS",,"Score,1.48,Rank,#175,Overall,#29,Document stores,#30,Key-value stores,#85,Relational DBMS",github.com/apple/foundationdb,apple.github.io/foundationdb,FoundationDB,2013.0,"6.2.28, November 2020",Open Source,Apache 2.0,no,,C++,"Linux,OS X,Windows",schema-free,no,,no,supported in specific SQL layer only,,".Net,C,C++,Go,Java,JavaScript,PHP,Python,Ruby,Swift",in SQL-layer only,no,Sharding,yes,no,Linearizable consistency,in SQL-layer only,ACID,yes,yes,,no
mSQL,"mSQL (Mini SQL) is a simple and lightweight,RDBMS",Relational DBMS,,"Score,1.47,Rank,#176,Overall,#86,Relational DBMS",hughestech.com.au/products/msql,,Hughes Technologies,1994.0,"4.4, October 2021",commercial,free licenses can be provided,no,,C,"AIX,HP-UX,Linux,OS X,Solaris SPARC/x86,Windows",yes,yes,no,yes,A subset of ANSI SQL is implemented,"JDBC,ODBC","C,C++,Delphi,Java,Perl,PHP,Tcl",no,no,none,none,no,none,no,no,no,yes,no,no
Pinecone,"A managed, cloud-native vector database",Search engine,,"Score,1.47,Rank,#177,Overall,#13,Search engines",www.pinecone.io,docs.pinecone.io/docs/overview,"Pinecone Systems, Inc",2019.0,,commercial,,yes,,,hosted,,"String, Number, Boolean",no,,no,RESTful HTTP API,Python,,,,,no,,,,yes,yes,no,
GigaSpaces,"High performance in-memory data grid platform, powering three products: Smart Cache, Smart ODS (Operational Data Store), Smart Augmented Transactions","Document store,Object oriented DBMS",,"Score,1.46,Rank,#178,Overall,#30,Document stores,#8,Object oriented DBMS",www.gigaspaces.com,docs.gigaspaces.com/latest/landing.html,Gigaspaces Technologies,2000.0,"15.5, September 2020",Open Source,Apache Version 2; Commercial licenses available,no,,"Java, C++, .Net","Linux,macOS,Solaris,Windows",schema-free,yes,no,yes,SQL-99 for query and DML statements,"GigaSpaces LRMI,Hibernate,JCache,JDBC,JPA,ODBC,RESTful HTTP API,Spring Data",".Net,C++,Java,Python,Scala",yes,"yes, event driven architecture",Sharding,"Multi-source replication,Source-replica replication",yes,Immediate Consistency,no,ACID,yes,yes,yes,Role-based access control
GBase,An analytical database for business intelligence with large customers in China.,Relational DBMS,,"Score,1.43,Rank,#179,Overall,#87,Relational DBMS",www.gbase8a.com,,,,GBase 8a,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Model 204,,Multivalue DBMS,,"Score,1.41,Rank,#180,Overall,#4,Multivalue DBMS",www.rocketsoftware.com/products/rocket-m204,,,1972.0,,commercial,,no,,,"HP Open VMS,z/OS",,,,,,,,,,,,,,,,,,,
EventStoreDB,,Event Store,,"Score,1.39,Rank,#181,Overall,#1,Event Stores",www.eventstore.com,,,2012.0,,Open Source,,no,,,"Linux,Windows",,,,,,,,,,,,,,,,,,,
IDMS,,Navigational DBMS,,"Score,1.39,Rank,#182,Overall,#2,Navigational DBMS",www.ca.com/us/products/ca-idms.html,,,1973.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Giraph,,Graph DBMS,,"Score,1.38,Rank,#183,Overall,#15,Graph DBMS",giraph.apache.org,,,2013.0,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
Xapian,,Search engine,,"Score,1.37,Rank,#184,Overall,#14,Search engines",xapian.org,,,1986.0,,Open Source,GPLv2,no,,,,,,,,,,,,,,,,,,,,,,
NuoDB,,Relational DBMS,,"Score,1.35,Rank,#185,Overall,#88,Relational DBMS",nuodb.com,,,2013.0,,commercial,limited edition free,no,,,"hosted,Linux,OS X,Windows",,,,,,,,,,,,,,,,,,,
NCache,,Key-value store,,"Score,1.33,Rank,#186,Overall,#31,Key-value stores",www.alachisoft.com/ncache,,,2005.0,,Open Source,Enterprise Edition available,no,"NCache Cloud,: NCache Cloud is available in Azure and AWS Marketplaces as a Service. This means you can now obtain it instantaneously with a few mouse clicks, and seamlessly scale your cache deployment without any down time.",,"Linux,Windows",,,,,,,,,,,,,,,,,,,
openGauss,,Relational DBMS,,"Score,1.32,Rank,#187,Overall,#89,Relational DBMS","gitee.com/opengauss,opengauss.org",,,2019.0,,Open Source,,no,,,Linux,,,,,,,,,,,,,,,,,,,
Infobright,,Relational DBMS,,"Score,1.30,Rank,#188,Overall,#90,Relational DBMS",ignitetech.com/softwarelibrary/infobrightdb,,,2005.0,,commercial,The open source (GPLv2) version did not support inserts/updates/deletes and was discontinued with July 2016,no,,,"Linux,Windows",,,,,,,,,,,,,,,,,,,
HFSQL,,Relational DBMS,,"Score,1.29,Rank,#189,Overall,#91,Relational DBMS",windev.com/pcsoft/hfsql.htm,,,,,commercial,,no,,,"Android,iOS,Linux,OS X,Windows",,,,,,,,,,,,,,,,,,,
Sedna,,Native XML DBMS,,"Score,1.29,Rank,#190,Overall,#5,Native XML DBMS",sourceforge.net/projects/sedna,,,2006.0,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
AllegroGraph,,"Document store,Graph DBMS,RDF store",,"Score,1.29,Rank,#191,Overall,#31,Document stores,#16,Graph DBMS,#7,RDF stores",allegrograph.com,,,2004.0,,commercial,Limited community edition free,no,,,"Linux,OS X,Windows",,,,,,,,,,,,,,,,,,,
Meilisearch,,Search engine,,"Score,1.28,Rank,#192,Overall,#15,Search engines","github.com/meilisearch/meilisearch,www.meilisearch.com",,,2020.0,,Open Source,MIT License,no,,,,,,,,,,,,,,,,,,,,,,
Northgate Reality,,Multivalue DBMS,,"Score,1.28,Rank,#193,Overall,#5,Multivalue DBMS",reality.necsws.com,,,1973.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
TypeDB,,"Graph DBMS,Relational DBMS",,"Score,1.25,Rank,#194,Overall,#17,Graph DBMS,#92,Relational DBMS",vaticle.com,,,2016.0,,Open Source,"GPL Version 3, commercial licenses available",no,,,"Linux,OS X,Windows",,,,,,,,,,,,,,,,,,,
RDF4J,,RDF store,,"Score,1.24,Rank,#195,Overall,#8,RDF stores",rdf4j.org,,,2004.0,,Open Source,"Eclipse Distribution License (EDL), v1.0.",no,,,"Linux,OS X,Unix,Windows",,,,,,,,,,,,,,,,,,,
Perst,,Object oriented DBMS,,"Score,1.22,Rank,#196,Overall,#9,Object oriented DBMS",www.mcobject.com/perst,,,2003.0,,Open Source,commercial license available,no,,,,,,,,,,,,,,,,,,,,,,
HPE Ezmeral Data Fabric,,"Document store,Wide column store",,"Score,1.22,Rank,#197,Overall,#32,Document stores,#9,Wide column stores",www.hpe.com/us/en/software/data-fabric.html,,,2009.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
solidDB,,Relational DBMS,,"Score,1.17,Rank,#198,Overall,#93,Relational DBMS",teamblue.unicomsi.com/products/soliddb,,,1992.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
D3,,Multivalue DBMS,,"Score,1.16,Rank,#199,Overall,#6,Multivalue DBMS",www.rocketsoftware.com/products/rocket-d3,,,1999.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Blazegraph,,"Graph DBMS,RDF store",,"Score,1.16,Rank,#200,Overall,#18,Graph DBMS,#9,RDF stores",blazegraph.com,,,2006.0,,Open Source,extended commercial license available,no,,,"Linux,OS X,Windows",,,,,,,,,,,,,,,,,,,
DBISAM,RDBMS mainly geared to Delphi and C++Builder application developers,Relational DBMS,,"Score,1.16,Rank,#201,Overall,#94,Relational DBMS",www.elevatesoft.com/products?category=dbisam,,"Elevate Software, Inc.",1998.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Hibari,,Key-value store,,"Score,1.14,Rank,#202,Overall,#32,Key-value stores",github.com/hibari/hibari,hibari.github.io/hibari-doc,,2005.0,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
1010data,,Relational DBMS,,"Score,1.13,Rank,#203,Overall,#95,Relational DBMS",www.1010data.com,,,2000.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
BigchainDB,"BigchainDB is scalable blockchain database offering decentralization, immutability and native assets",Document store,,"Score,1.12,Rank,#204,Overall,#33,Document stores",www.bigchaindb.com,bigchaindb.readthedocs.io/en/latest,,2016.0,,Open Source,AGPL v3,no,,Python,Linux,schema-free,no,,,no,"CLI Client,RESTful HTTP API","Go,Haskell,Java,JavaScript,Python,Ruby",,,Sharding,selectable replication factor,no,,no,,yes,"yes,with,MongoDB,ord,RethinkDB",,yes
VictoriaMetrics,"A fast, cost-effective and scalable,Time Series DBMS,and monitoring solution",Time Series DBMS,,"Score,1.12,Rank,#205,Overall,#14,Time Series DBMS",victoriametrics.com,"docs.victoriametrics.com,github.com/VictoriaMetrics/VictoriaMetrics/wiki",VictoriaMetrics,2018.0,"v1.89, March 2023",Open Source,Apache Version 2.0,no,,Go,"FreeBSD,Linux,macOS,OpenBSD",,,,,no,"Graphite protocol,InfluxDB Line Protocol,OpenTSDB,Prometheus Query API,Prometheus Remote Read/Write",,no,no,,Synchronous replication,no,Eventual Consistency,no,no,yes,yes,,
SQL.JS,"Port of,SQLite,to JavaScript",Relational DBMS,,"Score,1.12,Rank,#206,Overall,#96,Relational DBMS",sql.js.org,sql.js.org/documentation/index.html,Alon Zakai,2012.0,,Open Source,,no,,JavaScript,"server-less, requires a JavaScript environment (browser, Node.js)",yes,yes,,,yes,JavaScript API,JavaScript,no,no,none,none,no,none,yes,ACID,,no,,no
Dolt,"A,MySQL,compatible,DBMS,with Git-like versioning of data and schema",Relational DBMS,,"Score,1.11,Rank,#207,Overall,#97,Relational DBMS","github.com/dolthub/dolt,www.dolthub.com",docs.dolthub.com,DoltHub Inc,2018.0,,Open Source,Apache Version 2.0,no,,Go,"Linux,macOS,Windows",yes,yes,,yes,yes,"CLI Client,HTTP REST","Ada,C,C#,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",yes,yes,none,A database can be cloned to multiple locations and be used there in isolation. Data/schema changes can be pushed/pulled explicitly between locations.,no,,yes,ACID,yes,yes,,"Only one user is configurable, and must be specified in the config file at startup"
PlanetScale,"Scalable, distributed, serverless,MySQL,database platform built on top of,Vitess",Relational DBMS,,"Score,1.10,Rank,#208,Overall,#98,Relational DBMS",planetscale.com,planetscale.com/docs,PlanetScale,2020.0,,commercial,,yes,,Go,"Docker,Linux,macOS",yes,yes,,yes,yes,"ADO.NET,JDBC,MySQL protocol,ODBC","Ada,C,C#,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",yes,yes,Sharding,"Multi-source replication,Source-replica replication",no,"Eventual Consistency across shards,Immediate Consistency within a shard",yes,ACID at shard level,yes,yes,,Users with fine-grained authorization concept
TDSQL for MySQL,"A high-performance distributed database management system with features such as automatic sharding, intelligent operation and maintenance, elastic scalability without downtime, and enterprise-grade security. It is highly compatible with MySQL.",Relational DBMS,,"Score,1.09,Rank,#209,Overall,#99,Relational DBMS",intl.cloud.tencent.com/product/dcdb,intl.cloud.tencent.com/product/dcdb#m_developer,Tencent,2013.0,,commercial,,yes,,,hosted,yes,yes,,yes,yes,"JDBC,ODBC","C,C#,C++,Java,PHP,Python,Ruby",yes,yes,Automatic sharding,"Multi-source replication,Source-replica replication",no,Immediate Consistency,no,ACID,yes,yes,,Users with fine-grained authorization concept
WebSphere eXtreme Scale,An elastic highly scalable in-memory data grid,Key-value store,,"Score,1.07,Rank,#210,Overall,#33,Key-value stores",www.ibm.com/products/ibm-websphere-extreme-scale,,,2009.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Amazon Timestream,"Fast, scalable, fully managed time series database service for IoT and operational applications",Time Series DBMS,,"Score,1.05,Rank,#211,Overall,#15,Time Series DBMS",aws.amazon.com/timestream,,,2018.0,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
Actian Vector,,Relational DBMS,,"Score,1.04,Rank,#212,Overall,#100,Relational DBMS",www.actian.com/analytic-database/vector-analytic-database,,,,"Vector 5.0, July 2016",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
GeoMesa,GeoMesa is a distributed spatio-temporal DBMS based on various systems as storage layer.,Spatial DBMS,,"Score,1.02,Rank,#213,Overall,#4,Spatial DBMS",www.geomesa.org,www.geomesa.org/documentation/stable/user/index.html,CCRi and others,2014.0,"4.0.0, March 2023",Open Source,Apache License 2.0,no,,Scala,,yes,yes,,yes,no,,,no,no,depending on storage layer,depending on storage layer,yes,depending on storage layer,no,no,yes,yes,,yes
Yellowbrick,Data Warehouse appliance and cloud service,Relational DBMS,,"Score,1.02,Rank,#214,Overall,#101,Relational DBMS",www.yellowbrick.com,www.yellowbrick.com/resources,Yellowbrick Data,,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
FrontBase,,Relational DBMS,,"Score,1.02,Rank,#215,Overall,#102,Relational DBMS",www.frontbase.com,,,1993.0,"8.2.6, December 2015",commercial,free licenses,no,,,,,,,,,,,,,,,,,,,,,,
Vitess,"Scalable, distributed, cloud-native DBMS, extending,MySQL",Relational DBMS,,"Score,1.01,Rank,#216,Overall,#103,Relational DBMS",vitess.io,vitess.io/docs,"The Linux Foundation, PlanetScale",2013.0,"15.0.2, December 2022",Open Source,"Apache Version 2.0, commercial licenses available",no,"PlanetScale,: The easiest way to deploy Vitess in the cloud. Get the scalability of Vitess without all the work. Start your fully managed database with PlanetScale today.",Go,"Docker,Linux,macOS",yes,yes,,yes,yes,"ADO.NET,JDBC,MySQL protocol,ODBC","Ada,C,C#,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",yes,yes,Sharding,"Multi-source replication,Source-replica replication",no,"Eventual Consistency across shards,Immediate Consistency within a shard",yes,ACID at shard level,yes,yes,,Users with fine-grained authorization concept
M3DB,A distributed time series database created for Uber,Time Series DBMS,,"Score,1.00,Rank,#217,Overall,#16,Time Series DBMS",m3db.io,m3db.io/docs,,,,Open Source,Apache version 2,no,"Aiven for M3,: Fully managed distributed time series database, deployable in the cloud of your choice.",,,,,,,,,,,,,,,,,,,,,
OpenBase,,Relational DBMS,,"Score,0.99,Rank,#218,Overall,#104,Relational DBMS",openbase.com,,,1991.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Splice Machine,"Open-Source SQL RDBMS for Operational and Analytical use cases with native Machine Learning, powered by Hadoop and Spark",Relational DBMS,,"Score,0.98,Rank,#219,Overall,#105,Relational DBMS",splicemachine.com,doc.splicemachine.com,Splice Machine,2014.0,"3.1, March 2021",Open Source,"AGPL 3.0, commercial license available",no,,Java,"Linux,OS X,Solaris,Windows",yes,yes,,yes,yes,"JDBC,Native Spark Datasource,ODBC","C#,C++,Java,JavaScript (Node.js),Python,R,Scala",yes,yes,"Shared Nothhing Auto-Sharding, Columnar Partitioning","Multi-source replication,Source-replica replication","Yes, via Full Spark Integration",Immediate Consistency,yes,ACID,"yes, multi-version concurrency control (MVCC)",yes,,"Access rights for users, groups and roles according to SQL-standard"
Kognitio,,Relational DBMS,,"Score,0.98,Rank,#220,Overall,#106,Relational DBMS",kognitio.com,kognitio.com/documentation/latest,,1992.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
